food_id,city_id,restaurant,cuisine,avg_cost,rating
103,312,Hôtel Rochechouart,,59.00,1.1
104,365,Au Vieux Duluth,,123.19,2.4
105,312,Pavillon du Lac,,135.68,1.6
106,312,La Tour d'Argent,,109.21,4.0
107,312,Brasserie Lipp,,111.13,2.8
108,312,Polidor,,114.88,1.3
109,312,Clown-Bar,,97.36,4.8
110,312,Au Chien qui Fume,,110.04,3.4
111,312,Le Petit Bouillon Pharamond,,87.81,4.7
112,312,L'Escargot Montorgueil,,62.74,3.2
113,312,La Coupole,,113.35,1.7
114,312,Brasserie Bofinger,,100.11,3.0
115,312,L'Opéra Restaurant,,64.14,3.0
116,312,Le Grand Véfour,,130.24,4.9
117,312,Le Dôme,,73.97,4.7
118,312,Bouillon Racine,,106.17,2.7
119,312,Maison Fournaise,,137.33,4.3
120,312,La Closerie des Lilas,,84.63,3.5
121,312,Le Procope,,80.87,4.7
122,312,Le Cochon à l'Oreille,,70.27,3.9
123,312,La Mère Catherine,,67.93,3.6
124,313,LAB.aguette,,148.23,2.4
125,313,La Selva di Diana,,147.62,2.8
126,313,Al-Gino-87,,140.44,2.8
127,313,Borgo Bontà,,122.55,4.1
128,313,Al Castello,,126.51,1.3
129,313,Ristorante Pizzeria Albatros,,71.81,1.6
130,313,Vinicio 2.0,,101.82,4.6
131,313,Artu' X Tu,,122.06,4.2
132,313,Lilo',,111.26,1.0
133,313,Zona Viva,,121.95,4.1
134,313,Braceria Caputi,,128.73,1.6
135,313,Poke to Walk,,118.32,4.7
136,313,Agri Bruno,,105.95,1.7
137,313,Asfodello - Ristorante tipico della Murgia,,87.59,1.2
138,313,Il Torrione dei Sapori,,77.09,1.9
139,313,Masseria Vero,,95.87,3.6
140,313,Sala delle Rose,,94.39,1.6
141,313,Pizzeria The King,,132.79,4.8
142,313,Polvino,,139.14,4.8
143,314,Stratosfare Restaurant,,125.18,2.8
144,314,Devil Burger,,110.80,1.6
145,314,The World Bar,,101.37,3.2
146,314,Excuse My Creps - French Crepes,,70.58,4.0
147,314,Miss Lucy’s Restaurant & Bar,,58.56,2.6
148,314,The Hayes,,78.95,4.1
149,314,Rata Dining,,118.88,4.4
150,314,Captains Restaurant And Bar,,61.27,4.9
151,314,Kappa Japanese Cuisine,,65.50,2.5
152,314,Frankton Pizzeria,,139.89,3.8
153,314,Lobster Tank,,74.22,4.9
154,314,Handlebar Restaurant and Brewary,,120.88,2.9
155,314,The Lone Star,,55.90,4.1
156,314,Botswana Butchery,,69.94,3.5
157,314,Bespoke Kitchen,,73.41,2.7
158,314,Pier Restaurant,,137.97,1.7
159,314,@ Thai Cuisine,,119.66,1.7
160,314,Tham Nak Thai,,112.12,3.3
161,314,Wild Thyme,,69.83,3.5
162,314,Rakau,,132.95,1.7
163,315,Amarys,,69.11,2.6
164,315,Buffalo Grill,,132.38,2.1
165,315,La pizza de Nico,,65.35,1.4
166,315,La Pizzeria,,94.21,4.5
167,315,La Diva,,84.82,4.9
168,315,Le Hang Five,,142.59,3.7
169,315,La Goulue,,90.90,3.2
170,315,Le Bistrot gourmet,,75.22,2.8
171,315,Mahaina,,50.13,1.3
172,315,Erroa,,59.09,4.7
173,315,Pil Pil Enea,,50.75,1.2
174,315,Le komptoir des amis,,96.29,3.8
175,315,Fratelli Ristorante,,140.54,4.5
176,315,Memphis Coffee,,109.81,2.9
177,315,Maitenia,,137.03,3.8
178,315,Larrendart - Le Bistrot,,147.07,3.0
179,315,Tantina de la Playa,,103.93,2.2
180,315,Xaya La cave à manger,,148.84,4.9
181,315,Kaïku,,134.66,1.6
182,315,Bar Restaurant Eskularia,,117.17,1.6
183,316,Les délices de Jos,,81.69,1.6
184,316,La Marina bay,,142.05,2.9
185,316,Roma Restaurant & Hotel,,120.28,3.3
186,316,New Bodega,,138.64,2.8
187,316,Blue by O - Le Confidentiel,,127.37,3.1
188,316,Le Millésime,,77.96,3.3
189,316,Shalimar,,122.28,1.4
190,316,Restaurant LePalais,,78.48,2.1
191,316,L'Odika,,121.91,3.7
192,316,Boulangerie Saint Marie,,135.82,1.1
193,316,Sushi Bar Gabon,,96.28,3.0
194,316,Hama Burger N' Co,,86.22,3.4
195,316,Les Cascades de Louis,,60.16,1.6
196,316,Dream Lounge,,106.10,2.2
197,316,Royal Bledy,,65.29,2.5
198,316,Sakura,,71.83,1.7
199,316,Mun,,124.10,1.1
200,316,Restaurant Universitaire de l'UOB,,113.22,3.5
201,316,the bill's pizza,,124.06,1.3
202,316,Le Club House,,97.06,3.3
203,395,Sunset,,129.71,3.9
204,395,Oasis Restaurant,,105.63,4.1
205,317,Restaurante A Raposa,,78.72,4.4
206,317,Churrasqueira de Janas,,95.91,3.1
207,317,Taverna d's Pereiras,,84.00,2.7
208,317,Ponto Come,,89.62,4.6
209,317,O Saloio de Caneças,,121.57,3.5
210,317,Restaurante Regional de Sintra,,106.82,1.0
211,317,Apeadeiro,,120.72,2.0
212,317,Restaurante o fumeiro,,99.76,4.1
213,317,Focus - Restaurante Italiano,,64.86,2.1
214,317,Restaurante Dom Pedro I,,109.64,2.4
215,317,Estoril Mandarim,,133.02,4.3
216,317,Zeno Lounge,,55.60,1.4
217,317,D. CARLOS I,,63.96,3.5
218,317,Restaurante Azenhas do Mar,,84.48,2.2
219,317,Incomum by Luis Santos,,93.33,1.4
220,317,Cantinho do Avillez,,132.46,2.8
221,317,Sakura (Oeiras),,130.59,1.8
222,317,Doce Transmontano,,90.55,1.1
223,317,quinta 7 nomes,,55.70,2.0
224,317,Métamorphosis,,142.07,2.5
225,318,Robinson,,56.86,2.4
226,318,Restoran Ribarska Kucica,,125.67,4.8
227,318,Juraga,,81.96,1.3
228,318,Arsenol - Konoba - Caffe Bar,,52.03,4.5
229,318,Paradies Garden,,134.05,4.9
230,318,4 palme,,149.01,2.9
231,318,Dine and Wine Mediterraneo,,133.42,3.4
232,318,Agava,,78.89,3.5
233,318,Konoba Bunar,,81.81,2.9
234,318,Konoba Dišpet,,145.93,1.6
235,318,Albatros Restaurant,,132.20,3.9
236,318,Štajun,,68.69,2.6
237,318,Passarola,,86.14,1.1
238,318,Sōl Café,,143.22,3.6
239,318,Gradski restoran,,72.83,4.2
240,318,Hvarcienda,,106.84,1.4
241,318,Pelago,,109.94,1.2
242,318,Bilo Idro,,124.45,1.2
243,318,Kod barba Luke,,116.24,3.9
244,318,Kod Damira,,112.69,3.9
245,319,Ostseehotel Wilhelmshöhe,,58.54,2.9
246,319,Lokschuppen,,73.74,4.0
247,319,Fuchsbar,,83.40,3.6
248,319,Syrtaki,,75.75,4.1
249,319,Trotzenburg,,138.11,1.8
250,319,Hafenrestaurant Borwin,,112.42,1.6
251,319,Helgas Kitchen,,138.57,1.4
252,319,Rittmeister,,94.44,2.4
253,319,Oliven,,102.83,1.7
254,319,Zur neuen Eiche,,134.55,3.5
255,319,Rosmarin'o,,130.09,1.3
256,319,Petrikeller,,71.12,3.7
257,319,Zum alten Fritz,,68.29,5.0
258,319,Likörfabrik,,144.02,2.9
259,319,Bombay Haus,,98.95,3.7
260,319,Ratskeller 12,,95.65,4.6
261,319,Old Western,,76.58,3.9
262,319,Salsarico,,77.16,1.1
263,319,Zum Litfass,,144.85,2.7
264,319,Wenzel Prager Bierstuben,,84.14,3.7
265,319,Fischerklause,,53.91,4.0
266,322,Cafe united,,74.82,2.3
267,320,Ταβέρνα Ξύγκια,,95.34,3.8
268,320,Carpe Diem,,103.10,1.0
269,320,Shoestring Restaurant Beach Bar,,115.93,1.0
270,320,Cave Damianos,,112.91,2.0
271,320,Peppermint,,101.49,3.5
272,320,Balsamico,,54.80,3.7
273,320,Essence,,104.83,1.2
274,320,Zepos,,143.60,4.6
275,320,Zepos,,143.38,2.5
276,320,Zepos,,108.98,1.6
277,320,Mythos Grill House,,94.02,2.1
278,320,Margarita Tavern,,59.69,3.0
279,320,Madrakia,,137.08,1.8
280,320,Avanti,,142.79,2.9
281,320,Ψητοπωλείο Λάδι Ρίγανη & Αλάτι,,139.85,1.2
282,320,Skinos,,50.63,2.7
283,320,Michaelos,,84.85,2.1
284,320,Ladofanaro on the Beach,,111.72,2.2
285,320,Heaven's Kitchen,,100.51,1.8
286,320,Peluzo Restaurant,,73.16,1.3
287,322,Indique,,51.29,2.5
288,322,Rishi Excellency Jodhpur | Multi cuisine Restro |,,111.40,4.2
289,322,Hanwant Mahal,,65.66,3.4
290,322,Cafe Frespresso Coffee and Food,,100.46,3.0
291,322,The Royal Madrasi Restro,,101.38,3.7
292,322,House of Arches,,132.70,2.1
293,322,Blue Cafe,,97.99,4.5
294,322,The Grand Turf,,69.11,4.7
295,322,On the Rocks,,119.99,1.9
296,322,Jeeman restaurant,,113.29,1.0
297,322,अचार्या,,68.63,2.1
298,322,Kim Mohan's Restaurant,,123.78,3.5
299,322,Veevah Marriage Palace,,100.03,4.6
300,322,Krishna Softee & Softee,,139.74,2.8
301,322,Jharoka Restaurant,,72.35,1.9
302,322,Jhankar,,112.64,1.3
303,322,marwar residency,,138.20,1.1
304,322,Mishrilala Sweets and Lassi,,95.11,2.9
305,322,Shahi Samosa,,86.91,2.1
306,324,Antica Pizzeria Port'Alba,,64.06,3.8
307,323,"Sapulidi Resort , Resto & Gallery",,91.43,2.7
308,323,Bumi Sangkuriang,,128.35,4.1
309,323,BARBAR WINGS,,124.42,2.8
310,323,Karnevor.id Bandung,,112.47,2.7
311,323,Barbar Wing's,,87.18,3.5
312,323,Resto Keluarga,,77.26,5.0
313,323,de Keuken van Elsje,,57.19,3.5
314,323,Kapulaga,,94.80,4.0
315,323,Bosscha Space,,117.49,3.9
316,323,Braga Permai,,63.37,4.1
317,323,Mr Roastman Experience,,141.09,3.7
318,323,MIE KOCOK CIPATIK PUSAT SOREANG,,61.45,4.1
319,323,Ayam Penyet Indomart,,55.79,3.4
320,323,Velcro Lounge & Social Place,,55.74,5.0
321,323,Bandung Suki Restaurant,,122.05,1.8
322,323,Bebek Kaleyo,,142.44,1.9
323,323,Ampera,,55.58,1.1
324,323,Boemi Joglo,,135.12,4.1
325,323,Kafetaria 170,,115.09,1.4
326,323,Bakso So'un & Mie Ayam Lodaya,,68.20,3.2
327,324,Old Wild West,,132.00,3.6
328,324,Pizzeria Salvo,,135.19,4.0
329,324,Lido Miramare,,126.19,2.7
330,324,Morsi e Rimorsi,,78.60,1.7
331,324,Baldoria - RistoBraceria Pizzeria,,134.05,3.6
332,324,I Giardini di Cesare,,115.31,2.6
333,324,Leone RistoBracePizza,,67.89,1.1
334,324,Fratelli La Bufala,,128.61,4.7
335,324,Vesum,,70.16,3.3
336,324,Gino Sorbillo,,133.30,3.8
337,324,L'Antica Pizzeria da Michele,,122.79,1.1
338,324,Nonna Tittina,,119.52,4.7
339,324,Larry Group,,118.65,4.5
340,324,Raf Bonetta,,88.89,4.5
341,324,50 Kaló,,58.94,1.9
342,324,Antica Capri,,132.92,1.1
343,324,Ristorante Da Dora,,53.51,1.1
344,324,A'Lucianella,,64.12,3.9
345,324,Pizzeria 'Ntretella,,131.53,4.7
346,325,Chez Mario,,141.51,2.1
347,325,Espace Moure,,105.21,2.0
348,325,La Preramanence,,132.10,3.9
349,325,LaCroisiére 4G+,,60.62,1.6
350,325,Café Royal,,124.88,4.3
351,325,Paillot 1,,136.29,4.3
352,325,boulangerie du Château,,63.59,4.0
353,325,Ofrititi,,139.76,2.6
354,325,Bolikro Chez Wolf,,84.70,1.6
355,325,Le Brennus,,79.58,4.3
356,325,Restaurant Le Roi,,78.25,3.5
357,325,Rombo chez Nina 2,,77.00,3.4
358,325,Le Garden,,90.64,4.9
359,325,Djahakro yofê,,90.25,1.9
360,325,Attiékédrome,,69.74,5.0
361,325,Le P'tit Plat,,130.42,2.9
362,325,Belle Étoile,,76.45,1.3
363,325,Restaurant Eden,,119.68,3.1
364,325,La Rochelle,,109.81,2.9
365,325,restaurant INP-HB SUD,,134.65,4.2
366,326,とんかつ玉藤,,104.82,4.1
367,326,みよしの,,123.02,1.7
368,326,味処酒房なかむら,,97.01,4.1
369,326,トラットリア タント タヴォレッテ,,102.41,1.4
370,326,ばんけい苑,,107.29,3.5
371,326,炉ばた焼 ウタリ,,118.90,4.4
372,326,レストラン プロヴァンサル キムラ,,74.97,1.2
373,326,東家寿楽,,147.22,4.5
374,326,手打ち蕎麦 こはし,,139.78,4.0
375,326,コートドール,,84.50,3.1
376,326,鬼はそと 福はうち,,112.30,4.9
377,326,徳寿,,129.53,2.0
378,326,韓食全州屋,,148.79,1.6
379,326,中華そばカリフォルニア,,64.78,3.0
380,326,遊鶴,,77.01,3.7
381,326,もいわ太陽食堂,,147.98,2.7
382,326,ラーメン銀波露 札幌月寒店,,54.17,3.3
383,326,麺部屋 綱取物語,,74.02,4.6
384,326,オムライスとドリア パラティーノ,,53.57,3.4
385,326,ひこま豚 食堂＆精肉店 Boodeli,,106.87,3.3
386,327,ASSORTI,,128.29,2.4
387,327,Толстый Jimmy,,66.13,4.6
388,327,Сауле,,65.07,2.6
389,327,Pattaya,,71.14,1.9
390,327,Suli Da Guli,,59.68,3.0
391,327,Хороший год,,121.63,2.1
392,327,Basilic,,93.32,2.1
393,327,Тюбетейка,,105.41,4.2
394,327,Ocean Basket,,62.00,2.2
395,327,Marmaris,,115.94,2.2
396,327,Toki Poki,,54.22,2.0
397,327,Nuala,,107.26,4.2
398,327,Konya Gunaydin,,134.86,1.1
399,327,"'"Рояль'" ресторан",,109.35,4.7
400,327,Turan,,142.81,2.3
401,327,Ozyurt,,66.97,1.2
402,327,Жулдыз,,132.14,1.6
403,327,Konya Gunaydin,,50.80,1.6
404,327,Кишлак,,135.34,1.0
405,327,Теплица,,99.40,1.5
406,328,Charlie's Gare,,112.76,4.9
407,328,Hôtel Le Lavandin,,102.49,3.6
408,328,Fani,,101.90,1.9
409,328,Eternel,,93.77,4.6
410,328,Osteria di Niederanven,,134.21,1.8
411,328,Pizza Hut,,55.35,3.3
412,328,Kaempff Kohler,,53.58,4.7
413,328,Pavillon,,68.25,2.5
414,328,Sushi and More City Center,,52.75,2.0
415,328,Aleo,,57.89,1.1
416,328,Akami,,74.01,2.7
417,328,Bodega,,80.00,2.4
418,328,The Red Face,,112.99,2.9
419,328,Caffè Torino,,74.59,4.1
420,328,Bobo Chic,,96.44,1.5
421,328,Gavroche,,71.04,3.0
422,328,Casa Gabriele,,61.40,3.2
423,328,Owstellgleis,,143.51,4.2
424,328,Eastern Garden,,65.81,1.0
425,328,Il Pizzico,,113.96,4.5
426,328,Il Michelangelo,,93.23,2.4
427,337,Busay View Grill,,128.28,2.8
428,329,La Minerva - Pizzas a la leña,,90.07,1.9
429,329,La Caverna de los Antepasados,,124.77,1.2
430,329,La Peregrina,,126.82,3.6
431,329,Chimichurri,,124.67,1.6
432,329,Sapporo & Tokio Ramen,,64.11,3.1
433,329,Petite Fondue,,121.59,5.0
434,329,Kim - Cocina Panasiática,,132.28,4.3
435,329,Fercho'z Pizzas,,117.43,4.5
436,329,Donki Burritos Sancris,,71.20,1.6
437,329,Sarajevo Café Jardin,,104.56,1.1
438,329,Torteria Jurricos,,105.27,2.5
439,329,ViaVai,,65.34,3.6
440,329,La Casa del Pan,,88.46,1.3
441,329,Tierra y Cielo,,88.34,1.3
442,329,Entropia,,77.53,4.6
443,329,Sweetbeat coffee and bakehouse,,57.48,4.8
444,329,Hanasho Sushi Bar,,121.82,4.6
445,329,Luigui's Pizza,,118.75,3.5
446,329,Sivia's Kitchen,,111.95,3.9
447,329,"Restaurant Belil, Sabores de Chiapas",,139.83,2.4
448,330,FTD Pizza,,129.72,2.7
449,330,Burger Temple,,80.93,4.7
450,330,Lido atpūtas centrs,,138.23,4.8
451,330,MILO Cafe,,137.76,4.7
452,330,Zelta pakavs,,77.23,1.4
453,330,Brucciato,,129.54,4.3
454,330,Krustakrogs,,84.84,3.4
455,330,Rozengrāls,,52.93,4.6
456,330,Meat Chef,,105.13,1.2
457,330,Lapsas māja,,56.85,4.5
458,330,Chaihana Sato,,50.86,2.4
459,330,Salve,,108.02,4.6
460,330,Lidojošā varde,,130.45,1.7
461,330,Casa Nostra,,82.09,3.1
462,330,Yakuza Sushi & Asian Fusion,,87.03,1.3
463,330,Lido Vērmanītis,,85.22,4.2
464,330,Extra Pizza,,137.82,1.3
465,330,Piranija,,76.98,1.4
466,330,Lido,,91.26,1.1
467,330,Čili pizza,,77.31,4.9
468,331,Ringside Steakhouse,,135.27,2.9
469,331,HK Cafe,,107.02,5.0
470,331,¿Por Que No?,,110.92,2.1
471,331,Nuestra Cocina,,66.27,2.6
472,331,Signal Station Pizza,,65.98,4.0
473,331,¿Por Qué No?,,57.90,2.8
474,331,The Alibi,,116.43,3.9
475,331,Screen Door,,84.37,2.5
476,331,Produce Row Café,,105.79,2.3
477,331,Higgins,,123.93,4.0
478,331,Doug Fir Lounge,,62.12,2.4
479,331,Pambiche,,67.39,4.1
480,331,Ken's Artisan Pizza,,111.73,2.2
481,331,Alexis Restaurant,,79.85,3.6
482,331,Portland City Grill,,143.44,4.5
483,331,Courtyard Restaurant,,117.25,2.3
484,331,Duck House Chinese Restaurant,,78.57,4.3
485,331,Oven and Shaker,,106.58,1.9
486,331,Jake's Famous Crawfish,,86.94,4.5
487,331,Virginia Cafe,,117.69,4.3
488,331,Nonna Emilia's Ristorante Italiano,,71.10,4.2
489,332,Gobi Cave,,116.03,1.7
490,331,Broder Söder,,105.91,3.1
491,332,INDE - Indian Restaurant,,127.07,2.6
492,332,Sultana Arabic and Turkish Cuisine,,104.78,4.7
493,332,Mlounge,,129.33,1.3
494,332,Чулуун давс,,124.97,3.9
495,332,Амударья,,124.21,1.5
496,332,Космополис лоундж,,140.50,5.0
497,332,Хамбург Жакс,,140.73,4.1
498,332,Лимани Лоундж,,110.81,1.8
499,332,Драгон Пот,,91.42,3.6
500,332,Taij Resort Hotel,,116.76,1.4
501,332,Сити,,79.71,1.1
502,332,Yami Korean restaurant&pub,,115.38,4.5
503,332,Modern Nomads,,57.73,2.1
504,332,Mandu House,,100.23,2.9
505,332,Долче Вита,,90.91,1.7
506,332,Daifuji Japanese Restaurant,,70.09,1.9
507,332,Round Table Pizza,,92.88,2.7
508,332,Round Table Pizza,,90.93,2.3
509,332,Mongoo's lounge,,58.47,4.5
510,333,Keltoum,,68.98,3.8
511,333,café restaurant Teranga,,93.00,4.6
512,333,Umia,,86.91,3.7
513,333,Delices et saveurs de mogador,,66.66,3.7
514,333,Chez Brixi,,115.59,3.7
515,333,Tara Cafe,,139.60,4.3
516,333,THE LOFT,,82.46,3.2
517,333,AWRIRRTE,,112.48,4.0
518,333,Chez Latifa,,109.74,1.8
519,333,Café Oasis,,110.30,2.7
520,333,Il Mare إلماري,,123.62,2.9
521,333,Zahra's Grill Restaurant,,109.74,1.9
522,333,Dar Al Houma,,119.20,3.7
523,333,Le corail At Latifa,,130.93,4.6
524,333,La Coupole,,71.40,1.7
525,333,Lamama Essaouira,,105.32,2.5
526,333,BOSCO Seafood Restaurant,,141.44,2.9
527,333,La Bella Casa,,117.86,1.8
528,333,Cote Plage,,80.02,1.9
529,333,Restaurant de la Baie,,148.47,3.0
530,334,Crown Plaza Himalayas,,90.58,1.4
531,334,The Hills Sarangkot,,83.51,4.4
532,334,Hungry Eye,,51.16,4.3
533,334,Forest Sports and Recreation Center,,76.81,1.7
534,334,Tea Time Bamboostan,,80.28,2.6
535,334,Godfather's Pizzeria-2,,134.51,4.7
536,334,Chilly Restro and Bar,,76.18,1.4
537,334,Yeti Restaurant,,110.88,3.9
538,334,Godfather's Pizzeria,,77.06,3.7
539,334,Hill Top Lodge and Resturant,,75.68,1.8
540,334,Mamma Mai Restaurant,,122.14,1.2
541,334,Dulcify Cottage and organic farm house,,100.87,1.4
542,334,Lake View Resort,,74.16,2.5
543,335,De Zwarte Doos,,72.51,4.6
544,334,Cafe Jaspur,,77.30,1.9
545,334,Thakali Restaurant,,125.41,2.4
546,334,SQ Sweet House and Restaurant,,149.20,2.5
547,334,The Food Centre and Restaurant,,127.39,4.8
548,334,hotel grand holiday,,93.39,3.5
549,334,Mountain View Restaurent,,96.59,1.4
550,334,Sweet Spot Restaurant,,139.35,2.7
551,335,Surabaya,,73.05,1.9
552,335,Tipico Zarzo,,54.62,2.0
553,335,Tong Ah,,130.86,1.8
554,335,De Karseboom,,77.12,4.2
555,335,De Specialist,,108.71,1.2
556,335,De Vresselse Hut,,62.96,2.6
557,335,St. Lambert,,59.20,2.0
558,335,'t Zusje,,142.96,1.6
559,335,Happy Garden,,107.16,4.8
560,335,Mood,,121.74,2.7
561,335,Time for Dinner Eindhoven,,122.82,3.0
562,335,Novité,,53.36,4.0
563,335,K-Town,,129.87,1.3
564,335,Café Restaurant Eindhoven,,119.16,4.1
565,335,Iris,,142.58,2.9
566,335,Da Verdi,,146.26,4.8
567,335,De Vrienden,,131.70,2.2
568,335,Rib- & Steakhouse The Longhorn,,83.84,2.3
569,335,Sri Ganesh,,64.95,4.0
570,336,Wellness Village Kitchen and Cafe,,103.41,1.7
571,336,Tamate,,110.74,3.4
572,336,Airways Hotel - Poolside Restaurant,,128.31,2.4
573,336,Bel Cibo,,64.11,1.7
574,336,Diner's Place,,95.88,3.1
575,336,Hideaway Restaurant,,134.01,4.1
576,336,Alibi Bar and Grill,,84.73,2.5
577,336,Golden Bowl Restaurant,,123.51,1.5
578,336,Port Terrace Restaurant,,102.74,2.4
579,336,Hogs Breath Café,,121.14,3.0
580,336,Buffalo Burgers,,132.34,4.9
581,336,Magi Seafood Restaurant,,113.31,4.4
582,336,Asia Aromas,,83.66,3.2
583,336,Daikoku Japanese Restaurant,,120.18,2.3
584,336,Spice Southern Indian Restaurant,,67.98,3.1
585,336,Grand Palace Restaurant and Coffee House,,124.44,4.6
586,336,Ang's Restaurant,,89.19,3.2
587,336,Magi Seafood Restaurant,,144.76,1.6
588,336,Yummy Kitchen,,132.55,2.0
589,336,Fu Gui Village,,79.86,1.5
590,337,Lakeview - Le Jardin,,80.63,2.9
591,337,La Tegola (Busay),,58.40,4.7
592,337,Kusina Karaan,,82.51,3.7
593,337,Mr. A Restaurant,,136.71,1.8
594,337,Local Eateria,,96.46,1.5
595,337,Purisima Mountain View,,98.45,3.7
596,337,Lantaw Native Restaurant,,73.67,3.0
597,337,La Vie,,134.68,1.7
598,337,Chateau de Busay Inn & Restaurant,,91.86,4.1
599,337,Felma Store & Eatery,,131.98,3.5
600,337,Mak's View,,88.02,3.7
601,337,Stranded Shipscook,,149.51,4.6
602,337,KAB Barbecue House,,55.84,4.1
603,337,Karne Grill De Balamban,,128.90,1.2
604,337,E--Refreshment,,106.71,3.3
605,337,Firetree Nook Restaurant,,93.88,4.4
606,337,Joule's Lechon Manok,,126.14,2.9
607,337,Kings Lechon,,97.15,4.0
608,337,delice recipe,,106.13,2.5
609,338,Eleven,,54.01,1.2
610,338,Clube de Fado,,71.69,2.4
611,338,Museu da Cerveja,,65.25,1.8
612,338,Epur,,102.92,4.0
613,338,Oliveira's Restaurante Moçambicano,,133.24,1.5
614,338,Ristorante Donatella Italiano,,95.03,1.9
615,338,Dawat Indian & Grill Restaurant,,114.97,2.7
616,338,Ramen Chef Rossio,,91.44,1.0
617,338,Clube Naval de Lisboa,,53.33,1.9
